SeMI Technologies,https://www.semi.technology/,Semantic Search,"$18,000,000","ING Groep N.V., New Enterprise Associates, LLC (NEA), Cortical Ventures, Zetta Venture Capital, LLC, ING Capital, LLC",2019,"Amsterdam, Netherlands",AI Infrastructure,N
Archistar,http://archistar.ai,MLOps/Platform,"$17,540,000","AirTree Ventures, Skip Capital, NAB Ventures, Skyfield Capital",2010,Australia,Land Acquisition,
Beautiful.ai,https://www.beautiful.ai/,Image,"$16,000,000","Trinity Ventures, Shasta Ventures, First Round Capital",2015,"San Francisco, CA",Deck Design,Y
LifeScore,https://www.lifescoremusic.com/,Audio,"$16,000,000","Octopus Ventures, Metaplanet Holdings, Warner Music Group, IDEO, 4-Good Ventures",2016,"Salisbury, UK",Song generation,Y
Deepset,https://www.deepset.ai/,MLOps/Platform,"$16,000,000","GV, Lunar Ventures, System.One, Acequia Capital (AceCap), Charlie Songhurst, and 8 others",2018,"Berlin, Germany",NLP,Y
regie.ai,https://www.regie.ai/,Text,"$14,800,000","Day One Ventures, Foundation Capital, Scale Venture Partners, South Park Commons",2020,"San Francisco, CA",Content/Marketing,Y
Madgicx,https://madgicx.com/,Text,"$14,530,000",PeakSpan Capital,2018,"Herzliya, Israel",Ad Performance,Y
Copy.ai,https://www.copy.ai/,Text,"$13,920,000","Atelier Ventures, Browder Capital, Coppice Capital, Craft Ventures, DayDreams Ventures, Elad Gil, Matthew Caspari, Quint Capital, Sequoia Capital, Tiger Global Management, Unpopular Ventures, Wing Venture Capital",2020,"Memphis, United States",Content creation,Y
Yepic,https://www.yepic.ai/,Video,"$13,170,000","Andreessen Horowitz, Deepbridge Capital, Gaingels,SFC Capital",2019,"London, UK",AI powered dubbing,Y
Lang.ai,https://www.lang.ai/,Chatbot/Conversational AI,"$13,000,000","Village Global, 500 Global, Alumni Ventures, Manish Patel, GTMFund, and 9 others",2018,"Madrid, Spain",Contact center / ticket prioritization,Y
Rephrase,https://www.rephrase.ai/,Video,"$12,320,000","8VC, AV8 Ventures, Lightspeed India Partners, Lightspeed Venture Partners, Lowe's Innovation Labs, Marsshot Ventures, Red Ventures, Silver Lake, Techstars",2019,San Francisco,Personalized videos,Y
WellSaid,https://wellsaidlabs.com/,Audio,"$12,120,000","AI2 Incubator, Fuse (Seattle), Good Friends, Qualcomm Ventures, Voyager Capital",2018,"Seattle, WA",Text to Speech,Y
Murf,https://murf.ai/,Audio,"$12,000,000","Elevation Capital, Matrix Partners India, Sanjeev Barnwal, Vidit Aatrey, Ankit Bhati, and 6 others",2020,Salt Lake City,Text to Speech,Y
Haptik,https://www.haptik.ai/,Chatbot/Conversational AI,"$12,000,000","Kalaari Capital, Times Internet, Vivek Kumar",2013,"Mumbai, India",Automated Virtual Agents,Y
Ginger,https://www.gingersoftware.com/,Text,"$12,000,000","Horizons Ventures, Harbor Pacific Capital, Jerusalem Global Ventures",2007,"Lexington, United States",Writing/Editing,M
Twelve Labs,https://twelvelabs.io/,Semantic Search,"$12,000,000","Index Ventures, Radical Ventures, Position Ventures, Expa, John S. Kim, and 11 others",2021,"Seattle, WA",Video/Image Search,N
Simplified,https://simplified.com/,Image,"$11,000,000","Uncorrelated Ventures, Craft Ventures, LLC, Wing Venture Management, LLC, Khosla Ventures, LLC, 8-Bit Capital, Ankur Nagpal, Manik Gupta, Mads Johnsen, GFR Fund, LP, MyAsiaVC, Form Capital, LLC, Earl Grey Capital, Ajay Yadav, Rahul Vohra, Todd Goldberg",2014,"Austin, United States",Content Creation/Publishing,Y
The Simulation,https://fablesimulation.com/,Image,"$10,500,000","Manta Ray, Social Discovery Ventures, Day One Ventures, LionTree LLC, 7percent Ventures, Boston Seed Capital, Dream Machine, GFR Fund, Outpost Capital LLC, Riverside Ventures, AET Fund (Akatsuki Entertainment Technology Fund), Super Ventures",2017,SF,NFT metaverse simulation,Y
Copysmith,https://copysmith.ai/,Text,"$10,000,000","Harmony Venture Labs, Providence Strategic Growth",2020,"San Francisco, CA",Marketing content creation,Y
Moises,https://moises.ai/,Audio,"$10,000,000","Kickstart, Monashees, Norwest Venture Partners, Alumni Ventures, Goodwater Capital, and 5 others",2019,Salt Lake City,"Songwriting, Isolate vocals/instruments",Y
Amberscript,https://www.amberscript.com/en/,Audio,"$10,000,000","Endeit Capital, VentureBuilders Capital",2017,"Amsterdam, Netherlands",Transcription and subtitles,M
Outplay,https://outplayhq.com/,Text,"$9,300,000","Vispi Daver, Sequoia Capital India, Kunal Shah, Surge, Krish Subramanian, Kunal Shah, Vijay Rayapati, Vinod Muthukrishnan, Vispi Daver, Vijay Rayapati, Vara Kumar Namburu, Kunal Shah, Rajaraman Santhanam, Khadim Batti",2021,SF,Sales / email generation,Y
Podcastle,https://podcastle.ai/,Audio,"$9,000,000","Sierra Ventures, Point Nine, RTP Global, SmartGateVC, Correlation Ventures, and 2 others",2020,"Yerevan, Armenia","Podcast recording, editing, exporting",Y
Movio,https://www.movio.la,Video,"$9,000,000","Sequoia Capital China, Baidu Venture, IDG Capital",2022,SF,Text to Video,Y
Viable,https://www.askviable.com/,Sentiment Analysis,"$9,000,000","Craft Ventures, Javelin Venture Partners, Streamlined Ventures, Bossanova Investimentos, GTMFund, and 6 others",2020,"Oakland, United States",Customer support / text analysis,N
Amper,https://www.ampermusic.com/,Audio,"$9,000,000","Two Sigma Ventures, Horizons Ventures, Brooklyn Bridge Ventures, TechNexus Venture Collaborative, Advancit Capital, and 8 others",2014,New York,Song generation,Y
MarketMuse,https://www.marketmuse.com/,Text,"$9,000,000","Runway Venture Partners, LunaCap Ventures, Creative Destruction Lab (CDL), Informa Ventures, Riverside Company, and 15 others",2015,"Boston, United States",Content creation,Y
Rosebud.ai,https://www.rosebud.ai/,Image,"$8,950,000","Amplify Partners, Animoca Brands, Ankur Goyal, Balaji Srinivasan, Chris Messina, Essence Venture Capital, Foothill Ventures, Holly Liu, Ilya Sutskever, Jake Klamka, JUMP Investors, Kevin Lin, Khosla Ventures, Kun Gao, L'Oréal USA, Lux Capital, Peter Chen, Samuel Teller, Sfermion, Soma Capital, Timothy Chen, Valor Equity Partners, Y Combinator",2019,"San Francisco, CA",Photo/Video generation,Y
Voicemod,https://www.voicemod.net/,Audio,"$8,000,000","BITKRAFT Ventures, Demium, Wayra, ABACON",2014,"Valencia, Spain",Voice Changing,Y
Peech,https://www.peech-ai.com/,Video,"$8,000,000","Ibex Investors, fresh.fund, Cardumen Capital, Ariel Maislos, Nuseir Yassin",2020,"Tel Aviv, Israel",Content creation,Y
One AI,https://www.oneai.com/,Summarization,"$8,000,000","TechAviv Founder Partners, Ariel Maislos, Tomer Weingarten",2021,"Ramat Gan, Israel",NLP AI / article summaries,Y
Metaphysic,https://metaphysic.ai/,Video,"$8,000,000","Section 32, 8VC, Winklevoss Capital, Logan Paul",2021,"London, UK",AI generated content tools,Y
Verloop,https://verloop.io/,Chatbot/Conversational AI,"$8,000,000","ADQ, Anand Chandrasekaran, Kris Gopalakrishnan, Mohandas Pai, Growth Story, and 4 others",2016,"Bangalore, India",Automated Virtual Agents,Y
Bloop,https://bloop.ai/,Code,"$7,310,000","Y Combinator, Matilde Giglio, Ascension, Khosla Ventures, Sands Capital",2021,"London, UK",Code generation & documentation,Y
Detail,https://detail.co/,Video,"$7,000,000","Point Nine, Connect Ventures, Adjacent, Plural, Hustle Fund, TQ Ventures",2020,"Amsterdam, The Netherlands","Record, remix, and share videos",
Tymely,https://www.tymely.ai/,Chatbot/Conversational AI,"$7,000,000","Hetz Ventures, DESCOvery, 97212 Ventures",2020,"Tel Aviv, Israel",Contact Center (E-Commerce),Y
Quattr,https://www.quattr.com/,Text,"$7,000,000",Emergent Ventures,2019,"Palo Alto, CA",Growth Marketing / SEO Content generation,Y
Swapp,https://www.swapp.ai/,Image,"$7,000,000","Point72 Ventures, Entrée Capital, Waveline Ventures, The Junction",2019,"London, UK",Architecture planning,Y
Lovo,https://www.lovo.ai/,Audio,"$7,000,000","Hashed, LG CNS, Kakao Investment, Goodwater Capital, Berkeley SkyDeck Fund, and 10 others",2019,"Berkeley, CA",Voiceovers,Y
BLOOM,https://bigscience.notion.site/BLOOM-BigScience-176B-Model-ad073ca07cdf479398d5f95d88e218c4,MLOps/Platform,"$7,000,000",publicly funded through grants,2022,"Paris, France",Open-source text generation model,
Wombo,https://www.wombo.ai/,Video,"$6,000,000","Global Founders Capital, 500 Global, Sofreh Capital, 468 Capital, FJ Labs, and 7 others",2020,"Toronto, Canada",Lip Synced Visualizations,Y
Data Skrive,https://dataskrive.com/,Text,"$6,000,000",Bettor Capital,2013,"Seattle, WA",Marketing content creation,Y
Syntegra,https://www.syntegra.io/,Data,"$6,000,000","Village Global, WVV Capital, Launchpad Capital, Impact Venture Capital, GRIDS Capital, and 6 others",2019,"San Francisco, CA",Healthcare synthetic data,Y
Prisma Labs,https://prisma-ai.com/,Image,"$6,000,000","Mail.Ru Group, Elysium Venture Capital, Taver Capital Partners",2016,"San Francisco, CA",Photo to art generation,Y
Hazy,https://hazy.com/,Data,"$6,000,000","UCL Technology Fund, M12 - Microsoft's Venture Fund, Notion Capital, Ascension, AlbionVC, and 7 others",2017,"London, UK",Finance synthetic data,Y
Reface,https://hey.reface.ai/,Video,"$6,000,000","Andreessen Horowitz, TQ Ventures, Sergey Tokarev, Adventures Lab",2018,"Kyiv, Ukraine",Face swaps,Y
Mem,https://get.mem.ai/,Classification,"$5,600,000","Andreessen Horowitz, Awesome People Ventures, Charlie Songhurst, Dreamers VC, Floodgate Fund, Greg Chang, Harry Stebbings, Julia Lipton, Kevin Hartz, Lenny Rachitsky, Material V, Shrug Capital, The Todd & Rahul Angel Fund, Tony Liu, Unusual Ventures",2019,"Los Altos Hills, CA",Self-organizing workspace,N
Replica,https://replicastudios.com/,Game,"$5,520,000","Carthona Capital, Flying Fox Ventures, Mawson, Techstars, The Venture Reality Fund",2018,"Brisbane, Australia",AI Voice Actors,Y
Cradle,https://cradle.bio/,Bio,"$5,500,000","Index Ventures, Kindred Capital",2021,"Zurich, Switzerland",Protein Generation,Y
NLX,https://nlx.ai/,Chatbot/Conversational AI,"$5,000,000","Aquila Capital Partners, Flying Fish Partners, JetBlue Ventures, Sage Venture Partners",2018,"New York, NY",Contact Center,Y
Harvey,https://harvey.ai/,Text,"$5,000,000","Elad Gil, Jeff Dean, OpenAI, Sarah Guo",2022,"Los Angeles, CA",Legal text generation,Y
Phrasee,https://phrasee.co/,Text,"$5,000,000","AlbionVC, Next Fifteen Communications Group, Galvanise Capital, Capital D",2015,"London, UK",AI Content,Y
Demandwell,https://www.demandwell.com/,Text,"$5,000,000",High Alpha,2018,"Indianapolis, United States",Content/marketing,Y
Certainly,https://certainly.io/,Chatbot/Conversational AI,"$5,000,000","Seed Capital, Thomas Black Petersen, Esben Gadsbøll, VF Venture",2016,"Copenhagen, Denmark",E-Commerce Customer Support,Y
Novus Writer,https://novuswriter.ai/,Text,"$5,000,000","Startup Wise Guys, MIT Sandbox",2020,"Cambridge, United States",Written / Visual Content generation,Y
CSM,https://csm.ai/,Image,"$5,000,000","Intel Capital, Glasswing Ventures, Toyota Ventures, Omidyar Technology Ventures, Blindspot Ventures",2020,"Cambridge, United States",3D Image Generation,Y
Twain,https://www.usetwain.com/,Text,"$5,000,000","Sequoia Capital, TQ Ventures, Tiny VC, Julius Göllner, System.One, and 9 others",2021,"Berlin, Germany",Email Outbound,M
Typewise,https://www.typewise.app/,Text,"$4,880,000","EuroUS Ventures, Innosuisse, North West Quadrant Ventures, Rebel Fund, StartAngels Network, Swiss ICT Investor Club, TR Invest (Switzerland), Y Combinator, Ziano Ventures",2019,"Binningen, Switzerland",Writing (CS / Sales),Y
Scispace,https://typeset.io/,Summarization,"$4,500,000",Inventus Capital,2019,"San Francisco, CA",Discover and understand research papers,
Speechify,https://speechify.com/,Audio,"$4,500,000","Streamlined Ventures, Adjacent, G9 Ventures",2017,"Miami, FL",Text to Speech,Y
Weave.ai,https://www.weave.ai/,Summarization,"$4,500,000","Sierra Ventures, Working Knowledge, F10, Techstars",2015,"London, UK",Summarization,Y
Skippr,https://skippr.com/,Image,"$4,500,000","Bessemer Venture Partners, Moonfire Ventures, TechAviv Founder Partners",2022,"London, UK",Product design,
Tavus,https://www.tavus.io/,Video,"$4,370,000","Sequoia Capital, Y Combinator, Liquid 2 Ventures, Soma Capital, MANTIS Venture Capital, Browder Capital, SaxeCap, Zillionize",2020,Houston,Personalized videos,Y
Latitude/AI Dungeon,https://play.aidungeon.io/main/home,Game,"$4,100,000","NFX, Griffen, Album.vc",2019,Salt Lake City,Games generation,Y
Supertone,https://supertone.ai/,Audio,"$4,000,000",Big Hit Music,2020,"Yeoksamdong, South Korea",Voice Generation / cloning,Y
Resemble,https://www.resemble.ai/,Audio,"$4,000,000","Akatsuki Entertainment Technology Fund, Betaworks Ventures, Canaan Partners, Craft Ventures, Firstminute Capital, GMG Ventures, LoftyInc Capital Management, Mango.vc, Ubiquity Ventures",2018,"Toronto, Canada",Voiceovers,Y
Staircase,https://staircase.ai/,Sentiment Analysis,"$4,000,000","StageOne Ventures, Disruptive AI Venture Capital",2021,"Topanga, United States",Text sentiment analysis / contact center,N
EmbodyMe,https://embodyme.com/,Video,"$4,000,000","Incubate Fund, SMBC Venture Capital, Deepcore, NEDO, Techstars Music, and 4 others",2016,"Tokyo, Japan",Face swaps,Y
Imagen,https://imagen-ai.com/,Image,"$4,000,000",NFX,2020,"Tel Aviv, Israel",Photo editing / profile picture generation,Y
Pencil,https://www.trypencil.com/,Image,"$4,000,000",Wavemaker Partners,2018,"Singapore, Singapore",Ad recommendations,Y
The.com,https://www.the.com/,Code,"$4,000,000","NFX, Sound Ventures, Harry Stebbings, Village Global, VSC Ventures, Jay Parikh",2021,"San Francisco, CA",Website Generation,Y
Reduct Video,https://reduct.video/,Video,"$4,000,000","Greylock, Elad Gil, Pear VC, Dylan Field, Atomo, and 3 others",2018,San Francisco,Video editing,M
Soundful,https://soundful.com/,Audio,"$4,000,000",,2019,San Diego,Song generation,Y
VOCHI,https://vochi.com/,Video,"$4,000,000","Flyer One Ventures, TA Ventures, Bulba Ventures, ICLUB VC, Startup Wise Guys, and 7 others",2019,"Nicosia, Cyprus",Video creation/editing,Y
Agolo,https://www.agolo.com/,Summarization,"$4,000,000","CRV, M12 - Microsoft's Venture Fund, Ridgeline Partners, Lytical Ventures, Google, and 10 others",2012,"New York, NY",Summarization,Y
Scalenut,https://www.scalenut.com/,Text,"$4,000,000","Titan Capital, Saama Capital, Amit Singhal, AngelList India, First Principles",2020,"Haryana, India",Content/marketing,Y
Quillbot AI,https://quillbot.com/,Text,"$4,000,000","Sierra Ventures, GSV Ventures, Service Provider Capital",2017,"Chicago, United States",Writing (paraphrasing),Y
Slai,https://www.slai.io/,MLOps/Platform,"$4,000,000","Tiger Global Management, Alumni Ventures, Y Combinator, Soma Capital, Guy Podjarny, and 4 others",2021,"Cambridge, United States",Model dev,Y
Amadeus Code,https://amadeuscode.com/app/en,Audio,"$3,640,000","Nippon Venture Capital, World Innovation Lab",2012,"Tokyo, Japan",Song generation,Y
Mubert,https://mubert.com/,Audio,"$3,600,000","AltaIR Capital, Broocknell Ventures, FunCubator, GVA Capital, IT-Farm, kichinvest, LVL1 Group",2017,"Dover, US",Song generation,Y
Zocket,https://www.zocket.com/,Image,"$3,500,000",Kalaari Capital,2021,"Chennai, India",Digital Ad generation platform,
Potion,https://www.sendpotion.com/,Video,"$3,500,000","Unshackled Ventures, Streamlined Ventures",2020,"San Francisco, CA",Personalized videos,Y
XOKind,https://www.xokind.com/,Chatbot/Conversational AI,"$3,250,000","Adam D'Angelo, Alexander Fang, Amir Khosrowshahi, Andreas Quandt, Andy Lam, Avid Larizadeh Duggan, Bob Gunderson, Bruce Tenenbaum, Charles Dietrich, Charles Johnson, Frederic Kerrest, Greg Fish, Ishan Mukherjee, Jacques Kerrest, James Psota, Michael Chobotov, Naveen Rao, Nitin Sharma, Section 32, SK Sharma, Vigyan Singhal",2019,"San Diego, CA",Support (Chat/Email),Y
Summari,https://www.summari.com/,Summarization,"$3,200,000","Eniac Ventures, Founder Collective, G Squared, Raine Ventures, SV Angel",2019,"San Francisco, CA",Summarization (reading),Y
Plask,https://plask.ai/,Video,"$3,000,000","Smilegate Investment, KT investment Inc., Timewise Investment, NAVER D2 Startup Factory",2020,"Seoul, South Korea",Animation,Y
Windsor,https://www.windsor.io/,Video,"$3,000,000","Y Combinator, Afore Capital, Pioneer, Precursor Ventures, Packy McCormick, and 8 others",2018,"San Francisco, US",Personalized videos,Y
Sudowrite,https://www.sudowrite.com/,Text,"$3,000,000",500 Global,2020,"San Francisco, CA",Writing (automated),Y
Let's Enhance,https://letsenhance.io/,Image,"$3,000,000","Acrobator Ventures | Acrobator.vc, Techstars London Accelerator, Digital Future, Chamaeleon, Synetro Group, and 4 others",2018,"San Francisco, CA",Photo enhancement,Y
MonkeyLearn,https://monkeylearn.com/,Sentiment Analysis,"$3,000,000","Uncork Capital, Bling Capital, 500 Global, Garuda Ventures, v1.vc, and 16 others",2014,"San Francisco, CA",Text analysis,N
Lighton,https://lighton.ai/,MLOps/Platform,"$3,000,000","Anorak Ventures, Frst Capital, Quantonation",2016,"Paris, France",NLP,Y
Cohere.io,https://cohere.io/,Chatbot/Conversational AI,"$3,000,000","BoxGroup, Caffeinated Capital, Chapter One Ventures, Daniel Romero, Elad Gil, Eric Glyman, Eric Wu, Initialized Capital Management, Jack Altman, Karim Atiyeh, Naval Ravikant, Oscar Hong, Prasanna Sankaranarayanan, Rahul Vohra, Reform Ventures, Shrav Mehta, Shrug Capital, Soma Capital, Todd Goldberg, Vivek Sodera, Y Combinator, Zachary Perret",2020,"New York, NY",Customer Support,Y
Diagram,https://diagram.com/,Image,"$3,000,000","Base Case Capital, Basis Set Ventures, Browder Capital, Figma, Lachy Groom, Ludlow Ventures, m]x[v Capital, Not Boring Capital, Offline Ventures, Otherwise Fund, Shrug Capital, Weekend Fund",2022,"New York City, United States",Product Design,Y
Andi,https://andisearch.com/,Semantic Search,"$3,000,000","Acacia Ventures Partners, BBQ Capital, Fepo Capital, Gaingels, Goodwater Capital, K20 Fund, Y Combinator",2020,"Miami, FL",Smart Search Assistant,Y
Humanloop,https://humanloop.com/,MLOps/Platform,"$3,000,000","Y Combinator, Index Ventures, UCL Technology Fund",2020,"London, UK",Model development,Y
NeuralSpace,https://www.neuralspace.ai/,Audio,"$3,000,000","Merus Capital, GoHub, APX, Techstars Hub71, Verissimo Ventures, and 2 others",2019,"London, UK",Speech to Text,Y
Sonantic,https://www.sonantic.io/,Audio,"$3,000,000","EQT Ventures, Edward Lando, AME Cloud Ventures, Jeremy Yap, Bart Swanson, and 1 others",2018,"London, UK",Voice Generation,Y
Stylo,https://www.askstylo.com/,Audio,"$3,000,000","Matchstick Ventures, Caffeinated Capital, Converge, VitalizeVC",2021,"Boulder, United States",Contact Center,M
Mintlify,https://mintlify.com//,Code,"$2,800,000","Bain Capital Ventures, Quinn Slack, Twenty Two Ventures, Y Combinator",2020,"New York, NY",Code Documentation,Y
OASIS,https://theoasis.com/,Video,"$2,700,000","Atypical Ventures, Bossanova Investimentos, George Burke, Zillionize, Shane Neman, and 1 others",2019,"CA City, CA",Face swaps,Y
Writesonic,https://writesonic.com/,Text,"$2,600,000","Alexey Girzhadovich, Amino Capital, Broom Ventures, HOF Capital, John Xie, Manpreet Singh, Neel Palrecha, Rebel Fund, Soma Capital, Vinay Shukla, William Spencer, Y Combinator",2021,"San Francisco, CA",Content Writing,Y
OthersideAI,https://www.othersideai.com/,Text,"$2,600,000","Active Capital, Alpha Bridge Ventures, Chapter One Ventures, Hustle Fund, Incisive Ventures, Madrona Venture Group, New York Venture Partners",2020,"Los Angeles, United States",Writing/Editing,Y
Omneky,https://www.omneky.com/,Text,"$2,500,000","Alloy Fund, Brianne Kimmel, Charlie Feng, Craig Kostelic, Deepcore, Eric Kohlmann, Gene Farrell, Hyphen Capital (San Francisco), John Donovan, Plug and Play Tech Center, Richard Socher, Tien Tzuo, Village Global",2018,"San Francisco, CA",Marketing / ad generation,Y
Cala,https://ca.la/,Image,"$2,500,000","Adam Spector, Bá Minuzzi, BABEL Ventures, Cameron Drummond, Diane Ding, Ding Ventures, Hustle Fund, J Heart Ventures, Jeff Lin, Jonathan Hung, Kaitlin Kapur, Maersk Growth, Real Ventures, Z Venture Capital",2016,"New York, NY",AI Design,Y
Mana,https://www.okmana.com/,Chatbot/Conversational AI,"$2,500,000","Global Founders Capital, Goodwater Capital, MSM, Umami Capital",2020,"London, UK",AI back office,
KREA,https://www.krea.ai/,Image,"$2,320,000","Asymmetry Ventures, Cassis & Cassis Capital, Corner3, Datapower Ventures, DayDreams Ventures, DCA Asset Management, FirstMile Ventures, Kickstart Seed Fund, Moontide Capital, Service Provider Capital, Techstars, The Fund",2022,"San Francisco, CA",Art generation,Y
Keys,https://www.thekeys.ai/,Chatbot/Conversational AI,"$2,320,000","Asymmetry Ventures, Cassis & Cassis Capital, Corner3, Datapower Ventures, DayDreams Ventures, DCA Asset Management, FirstMile Ventures, Kickstart Seed Fund, Moontide Capital, Service Provider Capital, Techstars, The Fund",2018,"Missoula, MT",Text generation,Y
Aiva Technologies,https://www.aiva.ai/,Audio,"$2,280,000","Docler Holding, Geoffroy Verney-Carron, Horizon 2020 SME Instrument, Kima Ventures, Luxinnovation, NetEase, Pitch Your Startup",2016,Luxembourg,Song generation,Y
SoundRaw,https://soundraw.io/,Audio,"$2,240,000","ANOBAKA, Atsushi Fukuda, Ceres (Japan), Deepcore, iSG Investment Works, Jun Fukuda, Kazuomi Kaneto, Masaru Sunagawa, Mint (Tokyo), Shuhei Yamashita, SMBC Venture Capital",2020,"Tokyo, Japan",Song generation,Y
Ecrett,https://ecrettmusic.com/,Audio,"$2,000,000","Ceres (Japan), Deepcore, iSG Investment Works, Mint (Tokyo), SMBC Venture Capital",2020,"Tokyo, Japan",Music generation,Y
TrueFoundry,https://www.truefoundry.com/,MLOps/Platform,"$2,000,000","Sequoia Capital Operations, LLC dba Surge, Anthony Goldbloom, Michael Boufford, Maneesh Sharma, Dilipkumar Khandelwal, Naval Ravikant, Eniac Ventures Management, LLC, Sequoia Capital Operations, LLC",2021,"San Francisco, CA",Model development,Y
Compose AI,https://www.compose.ai/,Text,"$2,000,000","Craft Ventures, Root and Shoot Ventures, Underdog Labs, Y Combinator",2020,"San Francisco, CA",Writing (automated),Y
Featureform,https://www.featureform.com/,MLOps/Platform,"$2,000,000","Zetta Venture Partners, Berkeley SkyDeck Fund",2019,"San Francisco, CA",Model development,Y
Octopize,https://octopize-md.com/en/,Data,"$2,000,000","Bpifrance, Pays de la Loire Participations, Atlantique Vendée Innovation, Pays de la Loire Développement",2018,"Nantes, France","Avatars, synthetic data",Y
Depix,https://www.depix.ai/,Image,"$2,000,000","Anges Quebec, AQC Capital",2019,"Montréal, Canada","Background removal, Photo enhancement",Y
Pluralytics,https://pluralytics.com/,Sentiment Analysis,"$2,000,000",Ecliptic Capital,2020,"Minneapolis, United States",Text sentiment analysis,N
United Robots,https://www.unitedrobots.ai/,Text,"$2,000,000",Investment AB Spiltan,2016,"Malmö, Sweden",News Publishing / Generation,Y
Boltzbit,https://boltzbit.com/,MLOps/Platform,"$2,000,000","Speedinvest, IQ Capital",2020,"London, UK",Generative AI Platform,Y
Aflorithmic,https://www.aflorithmic.ai/,Audio,"$2,000,000",Crowd Media,2019,"London, UK",Audio as a Service,Y
Respeecher,https://www.respeecher.com/,Video,"$2,000,000","ff Venture Capital, Comcast NBCUniversal LIFT Labs Accelerator, Powered by Techstars, TechNexus Venture Collaborative, Chris Adelsbach, Acrobator Ventures | Acrobator.vc, and 5 others",2018,"Kyiv, Ukraine",Voice cloning,Y
aiXcoder,https://www.aixcoder.com/,Code,"$2,000,000","PreAngel, Hillhouse Capital Group",2017,"Haidian, China",Code Completion,Y
Notably,https://www.notably.ai/,Audio,"$2,000,000",Sentiero Ventures,2021,"Florida, United States","Note taking, organization, transcription",M
Codiga,https://www.codiga.io/,Code,"$2,000,000","LAUNCH, Draper Cygnus, The Syndicate, Olivier Pomel, Service Provider Capital, and 8 others",2019,"Denver, United States",Code Quality,Y
Hypar,https://hypar.io/,Image,"$2,000,000",Building Ventures,2018,"Culver City, United States",Architecture design,Y
Pictory,https://pictory.ai/,Video,"$2,000,000","FUSE, Voyager Capital, Bharat Shyam, Bill Bryant, Omri Bahat",2019,"Bothell, United States",Text to Video,Y
Munch,https://www.getmunch.com/,Video,"$2,000,000","Cardumen Capital, Remagine Ventures",2021,"Tel Aviv, Israel",Social media content generation,
Banana,https://www.banana.dev/,MLOps/Platform,"$1,820,000","Alumni Ventures, Basecamp Fund, Pioneer.app, 
CapitalX",2021,"San Francisco, CA",Model deployment,Y
Eleven Labs,https://www.elevenlabs.io/,Audio,"$1,800,000",Concept Ventures,2022,London,Long format speech generation,
Workorder AI,https://www.workorder.ai/,Image,"$1,700,000","Mucker Capital, UBMB, AngelList, Uncommon Capital",2019,"Santa Monica, CA",Architecture design,
OpenArt,https://openart.ai/,Image,"$1,600,000","Decent Capital, BasisSet",2022,"San Jose, United States",Art generation,Y
Coqui,https://coqui.ai/,Audio,"$1,550,000",Mango Capital,2021,"Berlin, Germany",Text to Speech / Voice Synthesis,M
Botika,https://botika.io/,Image,"$1,500,000","Homeward Ventures, Kaedan Capital, Operator Partners, Surround Ventures, Verissimo Ventures",2018,"Tel Aviv, Israel",Image Generation,Y
Durable,https://durable.co/,Code,"$1,500,000","Infinity Ventures, South Park Commons, Soma Capital, Torch Capital",2021,"San Francisco, CA",Web App Builder,Y
WaveAI,https://www.wave-ai.net/,Audio,"$1,400,000",500 Global,2017,"Sunnyvale, CA",Song generation,Y
Boomy,https://boomy.com/,Audio,"$1,380,000","Anna Cho, Boost VC, Chicago Early Growth Ventures, First Check Ventures, Future Labs, Intonation Ventures, Jeffrey Eschbach, Scrum Ventures, Sound Media Ventures",2018,"Berkeley, CA",Song generation,Y
Wisecut,https://www.wisecut.video/,Video,"$1,250,000","Google for Startups, TheVentureCity",2019,"Miami, FL",Video editing,Y
NeuroX1,http://www.neurox1.com/,Bio,"$1,250,000","Trousdale Ventures, Vibe Capital",2021,"Austin, TX",Drug design for neurodegenerative diseases,
Kamua,https://kamua.com/,Video,"$1,230,000","Albert Armengol, Scott Cohen, Jellysmack",2019,"London, UK",Video editing / repurposing,M
Frase,https://www.frase.io/,Text,"$1,200,000","Pedro Tortosa, Bantam Group",2016,"Boston, United States",Content creation (SEO),Y
Colossyan,https://www.colossyan.com/,Video,"$1,190,000","Day One Capital, APX, Oktogon Ventures, Mikal Hallstrup, Akos Kapui",2020,"Wilmington, DE",AI Video Creation,Y
Kaizan,https://kaizan.ai/,Audio,"$1,180,000","Jigsaw VC, Founders Factory, Ledger, Charlotte Street Capital, IPONWEB, and 4 others",2021,"London, UK",Contact center / customer support,M
SuperCreator,https://www.supercreator.ai/,Video,"$1,170,000","Serpentine Ventures, Benson Oak Ventures",2021,"Tel Aviv, Israel",Short form video,M
Vidyo,https://vidyo.ai/,Video,"$1,160,000","PointOne Capital, Entrepreneur First, Upsparks",2021,"HSR Layout, India",Video clipping (longform to shortform),M
WriterZen,https://writerzen.net/,Text,"$1,000,000",Wavemaker Partners,2021,"Singapore, Singapore",Content creation,Y
Betterdata,https://www.betterdata.ai/,Data,"$1,000,000",Entrepreneur First,2021,"Singapore, Singapore",Synthetic Data,Y
WordLift,https://wordlift.io/,Data,"$1,000,000",Primo Ventures,2017,"Rome, Italy",AI-powered SEO / structured data generation,Y
Replica Analytics,https://replica-analytics.com/,Data,"$1,000,000","Nina Capital, Mitacs, FACIT",2019,"Ottawa, Canada",Healthcare synthetic data,Y
